,name,id,gender,birthday,deathday,hometown,location,nationality,sortable_name,slug,problem
3626,James Abbott McNeill Whistler,4f39397e6779d800010009fa,male,1834,1903,"Lowell, MA, United States","London, UK",American,Whistler James Abbott McNeill,james-abbott-mcneill-whistler,
3627,Domenico Fetti,515cbf03769659e1fb00001f,male,1589,1623,no-info,no-info,no-info,Fetti Domenico,domenico-fetti,
3628,Raphael,4edfe7b17cb5c400010000eb,male,1483,1520,"Urbino, Italy","Rome, Italy",Italian,Raphael,raphael,
3629,Master of the Catholic Kings,515b07a39562c8fee200020c,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Catholic Kings,master-of-the-catholic-kings,
3630,"Giuseppe Cesari, called Cavaliere d'Arpino",515ce3417696593fde00119a,male,1568,1640,"Rome, Italy","Rome, Italy",Italian,"Giuseppe Cesari, called Cavaliere d'Arpino",giuseppe-cesari-called-cavaliere-darpino,
3631,Adriaen Brouwer,515d14fa5eeb1c904c0029a0,male,1605,1638,"Oudenaarde, Belgium","Antwerp, Belgium",Flemish,Brouwer Adriaen,adriaen-brouwer,
3632,Rogier van der Weyden,4f956f0b99f03b000100091c,male,ca. 1399,1464,"Tournai, Belgium","Brussels and Tournai, Belgium",Flemish,van der Weyden Rogier,rogier-van-der-weyden,
3633,Balthasar van der Ast,515b212a223afa7c74000aca,male,1593,1657,no-info,no-info,Dutch,Balthasar van der Ast,balthasar-van-der-ast,
3634,Frans Hals,4eaf1b73bddaf7000100d260,male,1582,1666,"Antwerp, Belgium","Haarlem, Netherlands",Dutch,Hals Frans,frans-hals,
3635,Simon de Vlieger,4f0648328501fa10ca0000f2,male,ca. 1600-01,March 1653,"Rotterdam, Netherlands","Weesp, Netherlands",Dutch,de Vlieger Simon,simon-de-vlieger,
3636,Giovanni Antonio Boltraffio,515b07a038ad2d78ca000112,male,1466,1516,no-info,no-info,no-info,Giovanni Antonio Boltraffio,giovanni-antonio-boltraffio,
3637,Lucas Cranach the Elder,4ee13462c45af7000100172c,male,1472,1553,"Kronach, Germany","Weimar, Germany",German,Lucas Cranach the Elder,lucas-cranach-the-elder,
3638,Hans Holbein the Younger,4eb1c838b4da19000100cece,male,1497,1543,"Augsburg, Germany","London, UK",German,Hans Holbein the Younger,hans-holbein-the-younger,
3639,Hans Holbein the Younger,4eb1c838b4da19000100cece,male,1497,1543,"Augsburg, Germany","London, UK",German,Hans Holbein the Younger,hans-holbein-the-younger,
3640,Peter Paul Rubens,4d8b92884eb68a1b2c0001dc,male,1577,1640,"Siegen, Westphalia","Antwerp, Netherlands",Flemish,Rubens Peter Paul,peter-paul-rubens,
3641,Bernhard Strigel,515b5f42ea092f603300027e,male,1460,1528,no-info,no-info,German,Strigel Bernhard,bernhard-strigel,
3642,Workshop of Giovanni Bellini,516cc262fdc441e52f000280,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Giovanni Bellini,workshop-of-giovanni-bellini,
3643,Jan de Bray,50ec344fa8db02cd0e000b05,male,ca. 1627,1697,"Haarlem, Netherlands","Haarlem, Netherlands",Dutch,de Bray Jan,jan-de-bray,
3644,Jacopo da Pontormo,503cfe26027f150002000a36,male,1494,1557,no-info,no-info,Italian,Pontormo Jacopo da,jacopo-da-pontormo,
3645,Studio of Sir Peter Paul Rubens,50eca45bd006a38e4a0000ac,male,1577,1640,"Siegen, Germany","Antwerp, Belgium",no-info,Studio of Sir Peter Paul Rubens,studio-of-sir-peter-paul-rubens,
3646,Lucas Cranach the Elder,4ee13462c45af7000100172c,male,1472,1553,"Kronach, Germany","Weimar, Germany",German,Lucas Cranach the Elder,lucas-cranach-the-elder,
3647,Matthias Grünewald,4eaf1873d2a582000100bb7d,male,1475,1528,"Wurzburg, Germany",,German,Grünewald Matthias,matthias-grunewald,
3648,Hans Memling,4f9571427cf8680001000a18,male,ca. 1430���1440,1494,"Seligenstadt, Germany","Bruges, Belgium",South Netherlandish,Memling Hans,hans-memling,
3649,Pieter Jansz. Saenredam,515bb6251b12b0e668002017,no-info,1597,1665,"Assendelft, Netherlands","Haarlem, Netherlands",Dutch,Pieter Jansz. Saenredam,pieter-jansz-saenredam,
3650,Petrus Christus,515b3ea338ad2d25a7000dd4,male,1410,1475,"Baarle-Hertog, Belgium","Brügge, Germany",Netherlandish,Christus Petrus,petrus-christus,
3651,Bernardino Luini,515b34a938ad2dfb2f0005ce,male,ca. 1485,1532,no-info,no-info,Italian,Luini Bernardino,bernardino-luini,
3652,Dosso Dossi,515b805bea092fa63900035d,male,1489,1542,"San Giovanni del Dosso, Italy","Ferrara, Italy",Italian,Dossi Dosso,dosso-dossi,
3653,Moretto da Brescia,515cc91b5eeb1c904c000432,male,1498,1554,no-info,no-info,no-info,Moretto da Brescia,moretto-da-brescia,
3654,Mariano José María Bernardo Fortuny y Carbo,503ce3a0ba1e2a000200076a,male,"June 11, 1838","November 21, 1874","Reus, Spain","Rome, Italy",Spanish,Bernardo Fortuny y Carbo Mariano José María,mariano-jose-maria-bernardo-fortuny-y-carbo,
3655,Cima da Conegliano,4f0648328501fa10ca0000ad,male,1459,1517,no-info,no-info,Venetian,Cima da Conegliano,cima-da-conegliano,
3656,Bartolomeo Montagna,515bafe694714c1d2e0011c5,male,no-info,1523,no-info,no-info,no-info,Montagna Bartolomeo,bartolomeo-montagna,
3657,Piero di Cosimo,507741a04ca70500020004f3,male,1462,1521,"Florence, Italy","Florence, Italy",Italian,di Cosimo Piero,piero-di-cosimo,
3658,Willem van de Velde the Younger,515cdd157b70570a13000eba,male,1633,1707,no-info,no-info,no-info,Willem van de Velde the Younger,willem-van-de-velde-the-younger,
3659,Workshop of Hans Mielich,515b666294714c2de0000228,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Hans Mielich,workshop-of-hans-mielich,
3660,Jacopino del Conte,515d5a317696593fde0044d6,male,1510,1598,no-info,no-info,no-info,Jacopino del Conte,jacopino-del-conte,
3661,Bernhard Strigel,515b5f42ea092f603300027e,male,1460,1528,no-info,no-info,German,Strigel Bernhard,bernhard-strigel,
3662,Sodoma,515d4e7db5907b33b1003e80,no-info,no-info,no-info,no-info,no-info,no-info,Sodoma,sodoma,
3663,David Teniers II,50b4d7af09fe3662f400115f,male,1610,1690,"Antwerp, Belgium","Brussels, Belgium",Flemish,David Teniers II,david-teniers-ii,
3664,Lucas Cranach the Elder,4ee13462c45af7000100172c,male,1472,1553,"Kronach, Germany","Weimar, Germany",German,Lucas Cranach the Elder,lucas-cranach-the-elder,
3665,Bernardino Luini,515b34a938ad2dfb2f0005ce,male,ca. 1485,1532,no-info,no-info,Italian,Luini Bernardino,bernardino-luini,
3666,Hans Memling,4f9571427cf8680001000a18,male,ca. 1430���1440,1494,"Seligenstadt, Germany","Bruges, Belgium",South Netherlandish,Memling Hans,hans-memling,
3667,Lucas Cranach the Elder,4ee13462c45af7000100172c,male,1472,1553,"Kronach, Germany","Weimar, Germany",German,Lucas Cranach the Elder,lucas-cranach-the-elder,
3668,El Greco,4eaf10b66899c800010091da,male,1541,1614,"Candia, Crete","Toledo, Spain",Greek,El Greco,el-greco,
3669,Gillis van Tilborgh the Younger,515baa0dea092f003c000beb,no-info,no-info,no-info,no-info,no-info,no-info,Gillis van Tilborgh the Younger,gillis-van-tilborgh-the-younger,
3670,Marco Basaiti,516caad5b83d23c471000ad5,male,no-info,1530,no-info,no-info,no-info,Basaiti Marco,marco-basaiti,
3671,Correggio,4f0648328501fa10ca0000c0,male,1489,1534,"Correggio, Italy",,Italian,Correggio,correggio,
3672,Raphael,4edfe7b17cb5c400010000eb,male,1483,1520,"Urbino, Italy","Rome, Italy",Italian,Raphael,raphael,
3673,Hendrick Avercamp,4eb3084f5341eb0001000789,male,1585,1634,"Amsterdam, Netherlands","Kampen, Netherlands",Dutch,Avercamp Hendrick,hendrick-avercamp,
3674,Quentin Metsys (Quinten Massys),51dc5620275b24c39700001e,male,1466,1530,"Louvain, Belgium","Antwerp, Belgium",South Netherlandish,Quentin Metsys (Quinten Massys),quentin-metsys-quinten-massys,
3675,Jean-François Millet,4eb02481f21e2500010013de,male,1814,1875,"Gruchy, France","Barbizon, France",French,Millet Jean-François,jean-francois-millet,
3676,after Lucas van Leyden,515b4b34223afaab8f001525,no-info,no-info,no-info,no-info,no-info,no-info,after Lucas van Leyden,after-lucas-van-leyden,
3677,Joos van Cleve,515ba00d1b12b0e66800145c,male,1485,1540 or 1541,"Cleves, Germany","Antwerp, Belgium",Netherlandish,Joos van Cleve,joos-van-cleve,
3678,Lorenzo Lotto,4f95951cbf76eb0001000d49,male,ca. 1480,1556,"Venice, Italy","Venice and Bergamo, Italy",Italian,Lotto Lorenzo,lorenzo-lotto,
3679,Master of Saint Giles and Assistant,515b1ac4223afae9a5000b45,no-info,no-info,no-info,no-info,no-info,no-info,Master of Saint Giles and Assistant,master-of-saint-giles-and-assistant,
3680,Aert van der Neer,4ee690b69fe02600010024dc,male,c. 1603,1677,no-info,no-info,Dutch,van der Neer Aert,aert-van-der-neer,
3681,Agnolo Bronzino,4f95940aceaf2a0001000c78,male,1503,1572,"Monticelli, Italy","Florence, Italy",Italian,Bronzino Agnolo,agnolo-bronzino,
3682,Gerret Willemsz Heda,515d25257696593fde003248,male,1625,1649,"Haarlem, Netherlands",no-info,Dutch,Gerret Willemsz Heda,gerret-willemsz-heda,
3683,Amico Aspertini,515b579f223afaab8f001787,male,no-info,no-info,no-info,no-info,no-info,Aspertini Amico,amico-aspertini,
3684,Pieter Molijn,515b2ae5223afa9b3e000133,male,1595,1661,London,The Netherlands,no-info,Molijn Pieter,pieter-molijn,
3685,Michel Sittow,515bc58cea092f003c00195b,no-info,no-info,no-info,no-info,no-info,no-info,Sittow Michel,michel-sittow,
3686,Lucas Cranach the Elder,4ee13462c45af7000100172c,male,1472,1553,"Kronach, Germany","Weimar, Germany",German,Lucas Cranach the Elder,lucas-cranach-the-elder,
3687,Giovanni Bellini,4f0648318501fa10ca00003e,male,1430,1516,"Venice, Italy","Venice, Italy",Italian,Bellini Giovanni,giovanni-bellini,
3688,Nicolaus Kremer,515d5a317b70570a1300457f,no-info,no-info,no-info,no-info,no-info,no-info,Kremer Nicolaus,nicolaus-kremer,
3689,Raphael,4edfe7b17cb5c400010000eb,male,1483,1520,"Urbino, Italy","Rome, Italy",Italian,Raphael,raphael,
3690,Jan Gossaert,4fc66848cfef220001000cd7,male,ca. 1478,1532,,"Middelburg, Netherlands",Netherlandish,Gossaert Jan,jan-gossaert,
3691,Adriaan de Lelie,534ecab7275b249f1e0001f7,male,1755,1820,"Tilburg, Netherlands","Amsterdam, Netherlands",Dutch,Adriaan de Lelie,adriaan-de-lelie,
3692,Hieronymus Francken II,503be5c7aff0d40002000113,male,1578,1623,"Antwerp, Belgium","Antwerp, Belgium",Flemish,Francken II Hieronymus,hieronymus-francken-ii,
3693,Aelbert Cuyp,4ee67a9b9fe02600010021cf,male,1620,1691,"Dordrecht, Netherlands","Dordrecht, Netherlands",Dutch,Cuyp Aelbert,aelbert-cuyp,
3694,Simon Vouet and Studio,515cc26bb5907b33b100017b,n/a,no-info,no-info,no-info,no-info,no-info,Simon Vouet and Studio,simon-vouet-and-studio,
3695,Jan van Huysum,4ee1364dd877830001001a91,male,1682,1749,"Amsterdam, Netherlands","Amsterdam, Netherlands",Dutch,van Huysum Jan,jan-van-huysum,
3696,Jacopo da Pontormo,503cfe26027f150002000a36,male,1494,1557,no-info,no-info,Italian,Pontormo Jacopo da,jacopo-da-pontormo,
3697,Jan Philips van Thielen,516dd3bcfdc4419488000087,male,no-info,no-info,no-info,no-info,no-info,Jan Philips van Thielen,jan-philips-van-thielen,
3698,Eugène Delacroix,4eaf08816899c80001008a91,male,1798,1863,"Charenton-Saint-Maurice, France","Paris, France",French,Eugène Delacroix,eugene-delacroix,
3699,Leonardo da Vinci,4d8b92684eb68a1b2c00009e,male,1452,1519,"Anchiano, Italy","Clos Lucé, Amboise, France",Italian,da Vinci Leonardo,leonardo-da-vinci,
3700,Abraham Mignon,4f0648328501fa10ca000285,male,1640,1679,no-info,no-info,German,Mignon Abraham,abraham-mignon,
3701,Petrus Christus,515b3ea338ad2d25a7000dd4,male,1410,1475,"Baarle-Hertog, Belgium","Brügge, Germany",Netherlandish,Christus Petrus,petrus-christus,
3702,Jacopo del Sellaio,515b2ae5223afaab8f0003c6,no-info,no-info,no-info,no-info,no-info,no-info,Jacopo del Sellaio,jacopo-del-sellaio,
3703,Clara Peeters,4eb2f4ace742d7000100aa58,female,ca. 1589,ca. 1657,"Antwerp, Belgium",,Dutch,Peeters Clara,clara-peeters,
3704,Pieter Jansz. Saenredam,515bb6251b12b0e668002017,no-info,1597,1665,"Assendelft, Netherlands","Haarlem, Netherlands",Dutch,Pieter Jansz. Saenredam,pieter-jansz-saenredam,
3705,after Correggio,515bafe4ea092f003c000e9c,no-info,no-info,no-info,no-info,no-info,no-info,Correggio after,after-correggio,
3706,Michel Sittow,515bc58cea092f003c00195b,no-info,no-info,no-info,no-info,no-info,no-info,Sittow Michel,michel-sittow,
3707,Juan de Flandes,515b6d19cd4b8ed25f000431,male,1460,1519,no-info,no-info,no-info,Juan de Flandes,juan-de-flandes,
3708,Hans Memling,4f9571427cf8680001000a18,male,ca. 1430���1440,1494,"Seligenstadt, Germany","Bruges, Belgium",South Netherlandish,Memling Hans,hans-memling,
3709,Hans Memling,4f9571427cf8680001000a18,male,ca. 1430���1440,1494,"Seligenstadt, Germany","Bruges, Belgium",South Netherlandish,Memling Hans,hans-memling,
3710,Hans Memling,4f9571427cf8680001000a18,male,ca. 1430���1440,1494,"Seligenstadt, Germany","Bruges, Belgium",South Netherlandish,Memling Hans,hans-memling,
3711,Joachim Anthonisz Wtewael,4f0648328501fa10ca0003f9,male,1566,1638,"Utrecht, Netherlands",,Dutch,Wtewael Joachim Anthonisz,joachim-anthonisz-wtewael,
3712,Jacopo Bellini,4eb1be69c8004a0001009316,male,c. 1400,1470,"Venice, Italy","Venice, Italy",Italian,Bellini Jacopo,jacopo-bellini,
3713,Peter Paul Rubens,4d8b92884eb68a1b2c0001dc,male,1577,1640,"Siegen, Westphalia","Antwerp, Netherlands",Flemish,Rubens Peter Paul,peter-paul-rubens,
3714,Raphael,4edfe7b17cb5c400010000eb,male,1483,1520,"Urbino, Italy","Rome, Italy",Italian,Raphael,raphael,
3715,Master of Heiligenkreuz,515cd35d5eeb1c904c0008b0,no-info,no-info,no-info,no-info,no-info,no-info,Master of Heiligenkreuz,master-of-heiligenkreuz,
3716,Master of the Saint Bartholomew Altar,515b1e029562c86fb8000ed2,no-info,no-info,no-info,no-info,no-info,no-info,Master of the Saint Bartholomew Altar,master-of-the-saint-bartholomew-altar,
3717,Gerard David and Workshop,515b318c9562c8fee20018dc,no-info,no-info,no-info,no-info,no-info,no-info,Gerard David and Workshop,gerard-david-and-workshop,
3718,Benedetto Diana,515cf97a5eeb1c524c001b87,no-info,no-info,1525,no-info,no-info,no-info,Diana Benedetto,benedetto-diana,
3719,David Teniers II,50b4d7af09fe3662f400115f,male,1610,1690,"Antwerp, Belgium","Brussels, Belgium",Flemish,David Teniers II,david-teniers-ii,
3720,Hans Holbein the Younger,4eb1c838b4da19000100cece,male,1497,1543,"Augsburg, Germany","London, UK",German,Hans Holbein the Younger,hans-holbein-the-younger,
3721,David Teniers II,50b4d7af09fe3662f400115f,male,1610,1690,"Antwerp, Belgium","Brussels, Belgium",Flemish,David Teniers II,david-teniers-ii,
3722,Abraham de Verwer,516df2b89ad2d38886001378,male,1585,1650,no-info,no-info,no-info,Abraham de Verwer,abraham-de-verwer,
3723,"Master of the Prado ""Adoration of the Magi""",515b144305635113a5000b7a,no-info,no-info,no-info,no-info,no-info,no-info,"Master of the Prado ""Adoration of the Magi""",master-of-the-prado-adoration-of-the-magi,
3724,Pietro Perugino,5052266c32b1e70002000287,male,ca. 1446/1450,1523,"Città della Pieve, Italy","Florence and Perugia, Italy",Italian,Perugino Pietro,pietro-perugino,
3725,Frans Snyders,515d3e41b5907bf7e8003aec,male,1579,1657,no-info,no-info,no-info,Snyders Frans,frans-snyders,
3726,Juan de Flandes,515b6d19cd4b8ed25f000431,male,1460,1519,no-info,no-info,no-info,Juan de Flandes,juan-de-flandes,
3727,Jan Gossaert,4fc66848cfef220001000cd7,male,ca. 1478,1532,,"Middelburg, Netherlands",Netherlandish,Gossaert Jan,jan-gossaert,
3728,Gabriel Metsu,515bbc62ea092f003c0014be,no-info,no-info,no-info,no-info,no-info,no-info,Metsu Gabriel,gabriel-metsu,
3729,Jan van Huysum,4ee1364dd877830001001a91,male,1682,1749,"Amsterdam, Netherlands","Amsterdam, Netherlands",Dutch,van Huysum Jan,jan-van-huysum,
3730,Jan Gossaert,4fc66848cfef220001000cd7,male,ca. 1478,1532,,"Middelburg, Netherlands",Netherlandish,Gossaert Jan,jan-gossaert,
3731,Jan Gossaert,4fc66848cfef220001000cd7,male,ca. 1478,1532,,"Middelburg, Netherlands",Netherlandish,Gossaert Jan,jan-gossaert,
3732,Bernardino Luini,515b34a938ad2dfb2f0005ce,male,ca. 1485,1532,no-info,no-info,Italian,Luini Bernardino,bernardino-luini,
3733,Adriaen van Ostade,4f0648328501fa10ca0003ba,male,1610,1685,"Haarlem, Netherlands","Haarlem, Netherlands",Dutch,van Ostade Adriaen,adriaen-van-ostade,
3734,David Teniers II,50b4d7af09fe3662f400115f,male,1610,1690,"Antwerp, Belgium","Brussels, Belgium",Flemish,David Teniers II,david-teniers-ii,
3735,Cornelis van Poelenburch,516ca088b83d23b4db00068f,no-info,no-info,no-info,no-info,no-info,no-info,Cornelis van Poelenburch,cornelis-van-poelenburch,
3736,Cornelis Verbeeck,515d35d3769659e1fb003a38,male,1590,1637,no-info,no-info,no-info,Verbeeck Cornelis,cornelis-verbeeck,
3737,Bernaert van Orley,515b450b223afaab8f0011aa,male,ca. 1488–1492,ca. 1541,"Brussels, Belgium","Brussels, Belgium",Flemish,van Orley Bernaert,bernaert-van-orley,
3738,Workshop of Domenico Fetti,515b4809223afaab8f00136d,no-info,no-info,no-info,no-info,no-info,no-info,Workshop of Domenico Fetti,workshop-of-domenico-fetti,
3739,Girolamo da Carpi,4f0648328501fa10ca0000d3,male,1501,1556,"Ferrara, Italy","Ferrara, Italy",Italian,da Carpi Girolamo,girolamo-da-carpi,
3740,Vincent van Gogh,4d8b92944eb68a1b2c000264,male,1853,1890,"Zundert, Netherlands","Arles, France, Saint-Rémy, France and Auvers-sur-Oise, France",Dutch,van Gogh Vincent,vincent-van-gogh,
3741,Piero di Cosimo,507741a04ca70500020004f3,male,1462,1521,"Florence, Italy","Florence, Italy",Italian,di Cosimo Piero,piero-di-cosimo,
3742,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
3743,Pierre-Auguste Renoir,4d8b929c4eb68a1b2c0002e0,male,1841,1919,"Limoges, France","Paris, France",French,Renoir Pierre-Auguste,pierre-auguste-renoir,
3744,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
3745,Jean Victor Bertin,50a3d370011a4b0aeb000080,male,1767,1842,"Paris, France","Paris, France",French,Bertin Jean Victor,jean-victor-bertin,
3746,Richard Parkes Bonington,50ec9b4be366b62267000056,male,1802,1828 ,"Nottingham, UK","London, UK",British,Bonington Richard Parkes,richard-parkes-bonington,
3747,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
3748,Giambattista Tiepolo,503bdf81c61f2c00020000b2,male,1696,1770,"Venice, Italy","Madrid, Spain",Italian,Giambattista Tiepolo,giambattista-tiepolo-1,
3749,Adriaen Coorte,4f0648328501fa10ca0000bd,male,1685,1723,no-info,no-info,Dutch,Coorte Adriaen,adriaen-coorte,
3750,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
3751,Edgar Degas,4dadd2177129f05924000c68,male,1834,1917,"Paris, France","Paris, France",French,Degas Edgar,edgar-degas,
3752,Adriaen van Ostade,4f0648328501fa10ca0003ba,male,1610,1685,"Haarlem, Netherlands","Haarlem, Netherlands",Dutch,van Ostade Adriaen,adriaen-van-ostade,
3753,Thomas Chambers,505cc481deb35300020009d6,male,1808,1869,"Whitby, UK",,British-American,Chambers Thomas,thomas-chambers,
3754,Vincent van Gogh,4d8b92944eb68a1b2c000264,male,1853,1890,"Zundert, Netherlands","Arles, France, Saint-Rémy, France and Auvers-sur-Oise, France",Dutch,van Gogh Vincent,vincent-van-gogh,
3755,Jean-Baptiste-Camille Corot,4eb2e5236e2a5c000100893f,male,1796,1875,"Paris, France","Paris, France",French,Corot Jean-Baptiste-Camille,jean-baptiste-camille-corot,
3756,Paul Cézanne,4d8b92624eb68a1b2c00006c,male,1839,1906,"Aix-en-Provence, France","Paris and Aix-en-Provence, France",French,Cézanne Paul,paul-cezanne,
3757,Jean-Siméon Chardin,4f0648328501fa10ca00009d,male,1699,1779,"Paris, France","Paris, France",French,Chardin Jean-Siméon,jean-simeon-chardin,
3758,Claude Monet,4d8b92774eb68a1b2c000134,male,1840,1926,"Paris, France","Giverny, France",French,Monet Claude,claude-monet,
3759,Pietro Longhi,515bb32194714c2e380013c4,male,1702,1785,"Venice, Italy",no-info,no-info,Longhi Pietro,pietro-longhi,
3760,Francesco Guardi,4edfe18f0f64f500010000a7,male,1712,1793,"Venice, Italy","Venice, Italy",Italian,Guardi Francesco,francesco-guardi,
3761,Gustave Courbet,4eaefa23ec5cf6000100c25d,male,1819,1877,"Ornans, Franche-Comté, France",no-info,French,Courbet Gustave,gustave-courbet,
3762,Camille Pissarro,4eb2e9d26e2a5c0001008d80,male,1830,1903,"Charlotte Amalie, St. Thomas, U.S. Virgin Islands","Paris, France",French,Pissarro Camille,camille-pissarro,
